,entrada_fecha,salida_fecha,precio_entrada,precio_salida,razon_salida,pnl,pnl_pct,capital
33,2026-01-30 09:00:00+00:00,2026-01-31 16:00:00+00:00,82361.2,80713.976,Stop Loss,-20.633321153041415,-2.0000000000000018,9814.124139781843
34,2026-02-01 06:00:00+00:00,2026-02-01 21:00:00+00:00,78294.6,76728.708,Stop Loss,-20.590032445262395,-2.000000000000013,9793.53410733658
35,2026-02-01 21:00:00+00:00,2026-02-03 17:00:00+00:00,76531.0,75000.38,Stop Loss,-20.54683455719209,-1.9999999999999907,9772.987272779388
36,2026-02-03 18:00:00+00:00,2026-02-03 20:00:00+00:00,73145.7,76071.528,Take Profit,38.07555841474861,4.0000000000000036,9811.062831194136
37,2026-02-04 17:00:00+00:00,2026-02-05 04:00:00+00:00,72572.0,71120.56,Stop Loss,-20.58360981984533,-2.0000000000000018,9790.479221374291
38,2026-02-05 12:00:00+00:00,2026-02-05 15:00:00+00:00,69568.7,68177.326,Stop Loss,-20.54042540644321,-1.9999999999999907,9769.938795967848
39,2026-02-11 06:00:00+00:00,2026-02-12 17:00:00+00:00,66813.6,65477.328,Stop Loss,-20.49733159394061,-2.0000000000000018,9749.441464373907
40,2026-02-23 00:00:00+00:00,2026-02-23 01:00:00+00:00,66730.1,65395.49800000001,Stop Loss,-20.454328192256444,-2.0000000000000018,9728.987136181651
41,2026-02-23 19:00:00+00:00,2026-02-24 12:00:00+00:00,64286.7,63000.96599999999,Stop Loss,-20.411415011709167,-2.0000000000000018,9708.575721169942
42,2026-02-28 06:00:00+00:00,2026-02-28 18:00:00+00:00,63212.5,65741.0,Take Profit,37.824611009678094,4.0000000000000036,9746.40033217962
43,2026-03-06 13:00:00+00:00,2026-03-07 06:00:00+00:00,69224.3,67839.814,Stop Loss,-20.447947896912908,-2.0000000000000018,9725.952384282707
44,2026-03-07 06:00:00+00:00,2026-03-08 22:00:00+00:00,67695.5,66341.59,Stop Loss,-20.405048102225173,-2.0000000000000018,9705.547336180482
45,2026-03-18 12:00:00+00:00,2026-03-19 04:00:00+00:00,72352.9,70905.84199999999,Stop Loss,-20.362238311306715,-2.0000000000000018,9685.185097869175
46,2026-03-19 06:00:00+00:00,2026-03-21 23:00:00+00:00,70586.8,69175.064,Stop Loss,-20.31951833532959,-2.0000000000000018,9664.865579533845
47,2026-03-21 23:00:00+00:00,2026-03-23 13:00:00+00:00,68919.7,71486.3,Señal RSI,34.98990639273443,3.724044068677035,9699.85548592658
